id,corpus,query,type
338,0,跑n,2
339,0,把/p,3
339,0,把/p+n+v了,3
339,0,月亮是n,2
339,0,把+n+v+r--把/q,11
339,0,月亮是a,2
339,0,月亮是a的,2
339,0,把+n+一v+--把/q,11
339,3,可是,1
339,0,把+n+v+a+--把/q,11
339,2,因而,1
339,2,从而,1
339,2,进而,1
339,0,把+r+v,2
339,0,月亮v,2
339,2,起码,1
339,3,起码,1
339,3,d被他,2
339,3,d被她,2
339,3,d被我,2
339,3,ad被我,2
339,4,帮*忙,6
339,4,放*假,6
339,4,见*面,6
339,4,叹*气,6
339,4,听*话,6
339,4,把*关,6
339,4,当*面,6
339,4,吃*亏,6
339,4,出*名,6
339,0,v月亮,2
340,0,一n月亮,2
340,0,一q月亮,2
340,0,非常n,2
340,0,最佳n,2
340,0,工具人,1
340,3,工具人,1
340,4,数落,1
340,2,Ag手,2
340,1,Ag手,2
340,3,Ag手,2
340,0,Ag手,2
340,0,./v./a+到,3
340,1,一定v,2
340,2,把,1
340,2,使,1
340,1,必定v,2
340,1,一定要,1
340,1,一定是,1
340,1,一定会,1
340,4,一定有,1
340,0,将*进行到底,6
340,1,一定v^^我一定,12
340,2,必定v,2
340,2,一定v,2
341,1,一定v,2
341,4,将*进行到底,6
341,0,按图索骥,1
341,0,老骥伏枥,1
341,0,白驹过隙,1
341,2,晒,1
341,0,我家里有,1
341,0,推,1
341,0,@的Q,9
341,1,给,1
341,5,之谓,1
341,0,醒,1
341,0,白相,1
341,0,替换,1
341,1,替换,1
341,2,替换,1
341,3,替换,1
341,4,替换,1
341,5,替换,1
341,0,换成,1
341,1,换成,1
341,2,换成,1
341,3,换成,1
341,4,换成,1
341,5,换成,1
341,0,掉换,1
341,1,掉换,1
341,2,掉换,1
341,3,掉换,1
341,4,掉换,1
341,5,掉换,1
341,0,代替,1
341,1,代替,1
341,2,代替,1
341,3,代替,1
341,4,代替,1
341,5,代替,1
341,0,取代,1
341,1,取代,1
341,2,取代,1
341,3,取代,1
341,4,取代,1
341,5,取代,1
341,0,搜索,1
341,1,搜索,1
341,2,搜索,1
341,3,搜索,1
341,4,搜索,1
341,5,搜索,1
341,0,搜寻,1
341,1,搜寻,1
341,2,搜寻,1
341,3,搜寻,1
341,4,搜寻,1
341,5,搜寻,1
341,5,翻找,1
341,0,寻找,1
341,4,翻找,1
341,0,翻找,1
341,1,翻找,1
341,2,翻找,1
341,3,翻找,1
341,1,寻找,1
341,2,寻找,1
341,3,寻找,1
341,4,寻找,1
341,5,寻找,1
341,0,窥探,1
341,1,窥探,1
341,2,窥探,1
341,3,窥探,1
341,4,窥探,1
341,5,窥探,1
341,0,探听,1
341,1,探听,1
341,2,探听,1
341,3,探听,1
341,4,探听,1
341,5,探听,1
342,1,跑,1
342,0,决然,1
342,3,嗯,1
342,0,全部V的N,2
342,2,全部V的N,2
342,3,全部V的N,2
342,5,虽然,1
342,0,取决于V，,2
342,1,虽然,1
342,0,取决于V。,2
342,1,不算，,1
342,5,不算，,1
342,2,不算，,1
342,4,不算，,1
342,0,d+阿+Q,2
342,0,u+阿+Q,2
342,0,r+阿+Q,2
342,0,@阿Q,9
343,0,时间是N--n年,11
343,3,时间是N,2
343,0,时间是筛子,1
343,0,时间是金钱,1
343,0,时间是毒药,1
343,0,时间是良药,1
343,0,时间是生命,1
343,0,时间是一个人,1
343,0,时间是人类,1
343,0,时间是魔法,1
343,0,时间是魔鬼,1
343,0,时间是女人,1
343,0,时间是N,2
343,1,时间是N,2
343,2,时间是N,2
343,0,时间,1
343,1,时间,1
343,2,时间,1
343,3,时间,1
343,0,美丽的N,2
343,0,漂亮的N,2
343,0,常常,1
343,0,往往,1
343,0,不饥饿w,2
343,2,起开,1
343,0,起开,1
344,5,承蒙,1
344,0,超,1
344,0,贼,1
344,0,蛮,1
344,0,巨,1
344,5,就算,1
344,2,下生,1
344,0,下生,1
344,4,将*进行到底,6
344,0,奔n,2
344,0,批,1
344,4,将*进行到底--将革命战争进行到底,11
344,4,将*进行到底--革命,11
344,2,美丽的+../n,3
344,0,美丽的+../n,3
344,2,美丽的城市,1
344,2,漂亮的东西,1
344,2,漂亮的青年,1
344,2,v得漂亮,2
344,2,v得美丽,2
344,2,../v+得美丽,3
344,2,../v+得漂亮,3
344,2,漂亮的足球,1
345,5,架空,1
345,2,美丽的自然,1
345,2,美丽的花园,1
345,0,a危险,2
345,0,疼,1
345,0,痛,1
345,0,非,1
345,2,美丽的人民,1
345,2,美丽的少年,1
345,2,美丽的能量,1
345,3,将*进行到底,6
345,0,w神vn,2
345,0,w神vn^^神回复,12
345,0,神剪辑,1
345,5,遗憾,1
346,0,V了个N,2
346,0,a到爆,2
346,2,前,1
346,2,后,1
346,0,可以说是,1
346,1,可以说是,1
346,2,可以说是,1
346,3,可以说是,1
346,4,可以说是,1
346,5,可以说是,1
346,5,简直可以说是,1
346,1,简直可以说是,1
346,2,简直可以说是,1
346,3,简直可以说是,1
346,4,简直可以说是,1
346,0,简直可以说是,1
346,2,将*到底,6
346,0,v时间,2
346,0,V了个n,2
346,0,V了个v,2
346,2,全厂,1
346,2,全++N,2
346,2,满+N,2
346,2,满++N,2
346,0,不就,1
346,0,被@,9
346,0,“被@”,9
346,2,“被@”,9
347,1,原因w,2
347,2,包罗万象,1
347,0,给*V,6
347,0,a到v,2
347,0,不就,1
347,0,祝贺,1
347,0,上人--人上人,11
347,5,你这个,1
347,0,可v不可v,2
347,3,到没朋友,1
348,3,v得a,2
348,3,v得v,2
348,3,v不a,2
348,3,v不v,2
348,3,扎得adj,2
348,0,t,2
348,3,到飞起,1
348,0,d+Q,2
348,0,v一通,2
348,2,很n,2
348,5,凌云,1
348,0,是a是a,2
348,0,窄,1
348,1,窄,1
348,3,窄,1
349,5,窄,1
349,0,老公,1
349,0,断断--断断续续,11
349,0,长*短,6
349,1,断断--断断续续,11
349,1,v*草房,6
349,4,断断--断断续续,11
349,1,草房*v,6
349,3,好y,2
349,0,一+q+n,2
349,0,长*短^^长.短,12
349,0,学神,1
350,1,v*厨房,6
350,1,v*机房,6
350,1,v*药房,6
350,1,v*住房,6
350,1,v*仓房,6
350,1,v*楼房,6
350,0,工具人,1
350,0,取决于V。,2
350,0,取决于V，,2
350,5,他这就,1
350,5,我这就,1
350,5,你这就,1
350,5,他这才,1
350,5,你这才,1
350,5,我这才,1
350,1,楼房*v,6
350,1,住房*v,6
350,1,仓房*v,6
350,1,厨房*v,6
350,1,机房*v,6
350,1,药房*v,6
350,2,怎么怎么,1
350,2,多么多么,1
350,0,和*们,6
350,0,一定V,2
350,0,肯定V,2
350,0,肯定n,2
350,0,一定n,2
351,3,来袭,1
351,3,n来袭,2
351,5,来袭,1
351,1,会^^会,12
351,1,会,1
351,4,断断--断断续续,11
351,0,断断--断断续续,11
351,1,断断--断断续续,11
351,2,断断--断断续续,11
351,3,断断--断断续续,11
351,3,到掉渣,1
351,1,断乎,1
351,2,断乎,1
351,4,断乎,1
351,0,亚于,1
351,0,到底,1
351,0,唱+歌,1
351,0,光景,1
351,0,这么说，,1
351,3,说,1
351,0,这么说的话,1
351,0,这么说来,1
351,0,这么说起来,1
351,0,这么说吧,1
351,0,可以这么说，,1
351,0,照这么说,1
351,0,照你这么说,1
351,0,照您这么说,1
351,0,照他这么说,1
351,0,话是这么说,1
351,1,断然--下令,11
351,0,断然,1
351,3,到飞起,1
351,0,到飞起,1
351,2,发挥..作用,7
351,3,到没朋友,1
352,1,在.上,7
352,0,发挥..作用^^积极,12
352,3,好y,2
352,1,算了^^算了,12
352,2,的+../a+而+../a,3
352,0,来袭,1
353,5,喏,1
353,1,@理由,9
353,1,@原因,9
353,1,原因@,9
353,1,理由@,9
353,2,@理由,9
353,2,@原因,9
353,2,原因@,9
353,2,理由@,9
353,3,@理由,9
353,3,@原因,9
353,3,原因@,9
353,3,理由@,9
353,0,@理由,9
353,0,@原因,9
353,2,把*关,6
353,1,满a,2
353,2,满a,2
353,3,满a,2
353,0,满a,2
353,0,老公,1
353,3,老公,1
353,1,老公,1
353,2,老公,1
353,0,v钢琴,2
353,1,@的原因,9
353,1,@的理由,9
353,2,@的理由,9
353,2,@的原因,9
353,3,@的原因,9
353,3,@的理由,9
353,0,@的理由,9
353,0,v得i,2
353,2,超b--超女,11
353,1,超n的,2
353,1,超b,2
353,1,超a,2
353,1,超v,2
353,0,m头n,2
353,0,r头n,2
353,5,应援,1
353,0,应援,1
353,1,r原因,2
353,1,r理由,2
353,1,r的原因,2
353,1,r的理由,2
353,5,筵阑,1
354,0,V+起來,2
354,0,m羽,2
354,2,m羽,2
354,5,二羽,1
354,5,两羽,1
354,5,三羽,1
354,5,四羽,1
354,2,r理由,2
354,5,五羽,1
354,2,r原因,2
354,2,r的原因,2
354,2,r的理由,2
354,3,r的理由,2
354,3,r的原因,2
354,3,r原因,2
354,3,r理由,2
354,0,r原因,2
354,0,r理由,2
354,0,r的理由,2
354,0,r的原因,2
354,2,q馄饨,2
354,0,资本家,1
354,1,给,1
354,1,鬼,1
355,5,武术,1
355,0,普通自信,1
355,2,../v在,3
355,0,一时*过,6
355,0,穿n,2
355,0,戴n,2
355,0,系n,2
355,0,披n,2
355,0,围n,2
355,0,穿n--穿上,11
355,1,给,1
355,2,给,1
355,0,不是我说你,1
355,3,兴许,1
355,3,也许,1
355,3,吗,1
355,3,嘛,1
355,0,admin,2
355,1,admin,2
355,2,admin,2
355,3,admin,2
355,4,admin,2
355,5,admin,2
356,0,集合在,1
356,0,集合在一起,1
356,2,m抽,2
356,0,m抽,2
356,2,m抱,2
356,0,m抱,2
356,0,m标--9000标,11
356,0,m提,2
356,1,v*草房,6
356,1,草房*v,6
356,1,w原因,2
356,1,w理由,2
357,1,上不上,1
357,0,n+是+a+的+n,2
357,0,先后、,1
357,0,先先后后,1
357,0,先后,1
357,0,n+是+a+n,2
357,1,上了[上+一上+],4
357,1,上[上+一上+],4
357,1,下[下+一下+],4
357,1,下了[下+一下+],4
357,1,进[进+一进+],4
357,1,出[出+一出+],4
357,1,出了[出+一出+],4
357,1,回了[回+一回+],4
357,1,回[回+一回+],4
357,0,m钵,2
357,1,过了[过+一过],4
357,1,起了[起+一起],4
357,1,起[起+一起],4
357,2,起[起+一起],4
357,2,起了[起+一起],4
357,2,上了[上+一上],4
357,2,上[上+一上]--上上下下,11
357,1,上[上+一上]--上上下下,11
357,1,进[进+一进]--进进出出,11
357,2,进[进+一进]--进进出出,11
357,3,进[进+一进]--进进出出,11
357,4,进[进+一进]--进进出出,11
357,1,下[下+一下]--下下停停,11
357,2,下[下+一下]--下下停停,11
357,3,下[下+一下]--下下[停停+周+下+礼拜+星期+顿+个+年+期+次+辈子+午],11
357,4,下[下+一下]--下下[停停+周+礼拜+星期+顿+个+年+期+次+辈子+午+下],11
357,3,上[上+一上]--上上[下下+个+上+周+午+百+次+一+学+期],11
357,4,上[上+一上]--上上[下下+个+上+周+午+百+次+一+学+期],11
357,3,你啊你,1
357,4,上上--上上[下+个+上+周+午+百+次++一+学+期+的+之+二+万+人],11
357,3,给n+v,2
357,3,上上--上上[下+个+上+周+午+百+次++一+学+期+的+之+二+万+人],11
357,2,上上--上上[下+个+上+周+午+百+次++一+学+期+的+之+二+万+人],11
357,1,上上--上上[下+个+上+周+午+百+次++一+学+期+的+之+二+万+人],11
357,1,上一上,1
357,2,上一上,1
357,3,上一上,1
357,4,上一上,1
357,4,上了[上+一上],4
357,3,上了[上+一上],4
357,3,下下--下下[停停+个+星期+周+期+午+次+月+辈+年+学+下+一+场+世+之],11
357,2,下下--下下[停停+个+星期+周+期+午+次+月+辈+年+学+下+一+场+世+之],11
357,1,下下--下下[停停+个+星期+周+期+午+次+月+辈+年+学+下+一+场+世+之],11
357,2,下一下,1
357,3,下一下,1
357,4,下一下,1
357,4,下下--下下[停停+个+星期+周+期+午+次+月+辈+年+学+下+一+场+世+之],11
357,4,下了[下+一下],4
357,3,下了[下+一下]--下了一下午,11
357,2,下了[下+一下]--下了一下午,11
357,1,进进,1
357,2,进进--进进[中+修],11
357,3,进进--进进[中+修],11
357,4,进进--进进[了+中+修],11
357,4,进一进,1
357,2,进一进,1
357,1,进一进,1
357,2,进了[进+一进],4
357,3,进了[进+一进],4
357,4,进了[进+一进],4
357,4,出出,1
357,3,出出,1
357,2,出出,1
357,1,出出,1
357,1,出一出,1
357,2,出一出,1
357,3,出一出,1
357,4,出一出,1
357,4,出了[出+一出],4
357,3,出了[出+一出],4
357,2,出了[出+一出]--出了出色,11
357,1,出了[出+一出]--出了出色,11
357,4,出了[出+一出]--出了出色,11
357,4,回回--[回+一+是+“]回回,11
357,4,回回--[代+马+回+个+和+一+了+是+】+“+期+、]回回,11
357,4,回回--[的+代+马+回+个+和+一+了+是+】+“+期+、]回回,11
357,3,回回--[的+代+马+回+个+和+一+了+是+】+“+期+、]回回,11
357,2,回回--[的+代+马+回+个+和+一+了+是+】+“+期+、]回回,11
357,1,回回--[的+代+马+回+个+和+一+了+是+】+“+期+、]回回,11
357,1,回一回,1
357,2,回一回,1
357,1,回一回--一回一回,11
357,2,回一回--一回一回,11
357,3,回一回--一回一回,11
357,4,回一回--[一+那+不+二]回一回,11
357,4,回了[回+一回],4
357,0,涂刷,1
358,1,乱涂,1
358,0,精密,1
358,3,回了[回+一回],4
358,3,过过--[次也+次都+回也+回都+曾经+从来没+是+有+路]过过,11
358,4,过过--[次也+次都+回也+回都+曾经+从来没+从没+从不+是+有+路]过过,11
358,2,过过--[次也+次都+回也+回都+曾经+从来没+从没+从不+是+有+路]过过,11
358,1,过过--[次也+次都+回也+回都+曾经+从来没+从没+从不+是+有+路]过过,11
358,1,过一过,1
358,2,过一过,1
358,3,过一过,1
358,4,过一过,1
358,4,过了[过+一过],4
358,3,过了[过+一过],4
358,2,过了[过+一过],4
358,1,起起,1
358,2,起起,1
358,3,起起,1
358,4,起起,1
358,4,起一起,1
358,3,起一起,1
358,2,起一起,1
358,3,起了[起+一起],4
358,4,起了[起+一起],4
358,2,卅,1
358,4,上不上,1
358,3,上不上,1
358,2,上不上,1
358,1,上不上,1
358,1,廿,1
358,3,上上了n,2
358,2,上上了n,2
358,1,上上了n,2
358,0,做人不能太,1
358,0,儿*,6
358,3,[没+没有]上上,4
358,4,[没+没有]下下,4
358,3,[没+没有]下下--下下午,11
358,0,a起来,2
358,1,下下了n,2
358,2,下下了n,2
358,3,下下了n,2
358,4,下得下,1
358,3,下得下,1
358,1,下不下,1
358,2,下不下,1
358,3,下不下,1
358,4,下不下,1
358,4,进不进,1
358,3,进不进,1
358,2,进不进,1
358,1,进不进,1
358,3,进得进,1
358,3,[没+没有]进进,4
358,4,[没+没有]出出,4
358,1,出不出,1
358,2,出不出,1
358,3,出不出,1
358,4,出不出,1
358,4,回不回,1
358,3,[国庆+清明+寒假+到底]回不回,4
358,2,回不回,1
358,1,回不回,1
358,2,[没+没有]回回,4
358,3,[没+没有]回回,4
358,4,[没+没有]过过,4
358,4,[没+没有]过过--从来[没 没有]过过,11
358,2,[没+没有]过过--从来[没+没有]过过,11
358,1,[没+没有]过过--从来[没+没有]过过,11
358,1,过不过,1
358,2,过不过,1
358,3,过不过--过不过分,11
358,4,过不过--过不过分,11
358,4,过得过,1
358,3,过得过,1
358,3,过过了n--不过过了n,11
358,1,起不起,1
358,2,起不起,1
358,3,起不起,1
358,4,起不起,1
358,3,起起了n,2
358,3,[没+没有]起起,4
358,1,开开,1
358,2,开开,1
358,3,开开,1
358,4,开开,1
358,4,开一开,1
358,3,开一开,1
358,1,开一开,1
358,2,开一开,1
358,4,开不开,1
358,3,开不开--[到底+为什么+怎么+知道]开不开,11
358,2,开不开--[下次 下次还]开不开,11
358,1,开不开,1
358,3,开得开,1
358,4,开得开,1
358,3,开开了n,2
358,2,开开了n,2
358,1,开开了n,2
358,1,[没+没有]开开,4
358,3,[没+没有]开开,4
358,5,出人命+,1
358,5,出了人命+,1
358,5,出了命+,1
358,5,出命了,1
358,5,出性命,1
358,5,出了性命,1
358,1,一v就,2
358,1,上上了,1
358,2,上上了,1
358,3,上上了--往上上了,11
358,4,上上了,1
358,4,下下了,1
358,3,下下了,1
358,2,下下了,1
358,1,下下了,1
358,3,进进了,1
358,4,进进了,1
358,4,出出了,1
358,0,出出了,1
358,0,回回了,1
358,3,回回了,1
358,4,回回了,1
358,3,过过了,1
358,2,过过了,1
358,0,过过了,1
358,0,起起了,1
358,4,起起了,1
358,4,开开了,1
358,3,开开了,1
358,2,开开了,1
358,0,开开了,1
358,1,开开了,1
358,0,开不开,1
358,0,开得开,1
358,0,[没+没有]开开,4
358,0,开开--[获得+获得了+张+小+个]开开,11
358,0,开一开,1
358,0,开了[开+一开],4
358,1,把*开开了,6
358,2,把*开开了,6
358,3,把*开开了,6
358,4,把*开开了,6
358,2,不妨,1
359,0,把*上上,6
359,1,把*上上,6
359,0,把*上上--把*上上下下,11
359,1,把*上上--把*上上下下,11
359,2,把*上上--把*上上下下,11
359,3,把*上上--把*上上下下,11
359,4,把*上上--把*上上下下,11
359,3,把*上一上,6
359,0,把*上一上,6
359,0,把*上了[上+一上],4
359,1,把*上了[上+一上],4
359,2,把*上了[上+一上],4
359,4,把*上了[上+一上],4
359,3,你以为,1
359,4,把*下了[下+一下],4
359,3,把*下了[下+一下],4
359,0,把*下了[下+一下],4
359,0,把*下下,6
359,1,把*下下,6
359,2,把*下下,6
359,3,把*下下,6
359,4,把*下下,6
359,4,把*下一下,6
359,0,把*进进,6
359,0,v往n里,2
359,2,把*进进,6
359,1,把*进进,6
359,3,把*进进,6
359,4,把*进进,6
359,0,把*进了[进+一进],4
359,4,把*进了[进+一进],4
359,4,把*出了[出+一出],4
359,2,把*出了[出+一出],4
359,0,把*出了[出+一出],4
359,0,把*出出,6
359,1,把*出出,6
359,2,把*出出,6
359,3,把*出出,6
359,4,把*出出,6
359,4,把*出一出,6
359,0,把*回回,6
359,1,把*回回,6
359,2,把*回回,6
359,3,把*回回,6
359,4,把*回回,6
359,4,把*回一回,6
359,0,把*回一回,6
359,0,把*回了[回+一回],4
359,4,把*回了[回+一回],4
359,4,把*过了[过+一过],4
359,0,a+n,2
359,1,把*过了[过+一过],4
359,0,把*过了[过+一过],4
359,0,把*过过,6
359,1,把*过过,6
359,2,把*过过,6
359,3,把*过过,6
359,4,把*过过,6
359,4,把*过一过,6
359,1,把*过一过,6
359,0,把*过一过,6
359,0,把*过了[V+一过],4
359,0,把*起起,6
359,1,把*起起,6
359,2,把*起起,6
359,3,把*起起,6
359,4,把*起起,6
359,4,把*起一起,6
359,3,把*起一起,6
359,0,把*起一起,6
359,0,把*开开,6
359,1,把*开开,6
359,2,把*开开,6
359,3,把*开开,6
359,4,把*开开,6
359,4,把*开一开,6
359,3,把*开一开,6
359,1,把*开一开,6
359,0,把*开一开,6
359,0,把*开了[开+一开],4
359,1,把*开了[开+一开],4
359,3,把*开了[开+一开],4
359,4,把*开了[开+一开],4
359,4,把*上上了,6
359,0,把*上上了,6
359,4,把*进进了,6
359,0,把*进进了,6
359,2,多a,2
359,1,安抚,1
359,1,刺激,1
359,1,抚慰,1
359,1,感动,1
359,1,鼓励,1
359,1,鼓舞,1
359,1,激励,1
359,1,迷惑,1
359,1,慰问,1
359,2,[没+没有]把*开开,4
359,1,吸引,1
359,3,[没+没有]把*开开,4
359,1,引诱,1
359,1,诱惑,1
359,5,同意,1
359,2,多v,2
359,0,上上--上上[下+中+个+上+周+午+百+次+一+学+期],11
359,0,把*上上--把*上上[下下+个+百],11
359,0,上了[上+一上],4
359,0,下一下,1
359,0,下下--[的+小]下下,11
359,0,进进--[想 该]进进不,11
359,0,进一进,1
359,0,进了[进+一进]--进了进了,11
359,0,出*出了[出+一出]--出了出了出了,11
359,0,出一出--一出一出,11
359,0,回回--回回回,11
359,0,回一回--一回一回,11
359,0,回了[回+一回],4
359,0,过了[过+一过]--过了过[了 过了],11
359,0,多a,2
359,0,过一过,1
359,0,多v,2
359,0,过过--[过过 过过过过]过过,11
359,0,起起--起起伏伏,11
359,0,起一起,1
359,0,起了[起+一起]--起了起了,11
359,0,起了[起+一起],4
359,0,上不上,1
359,0,说...就...,7
359,4,上上了,1
359,4,下下了,1
359,1,天色,1
359,0,上上了n,2
359,0,下下了n,2
359,0,下下了,1
359,0,下得下,1
359,0,下不下,1
359,0,进不进,1
359,0,进进了,1
359,0,进进了n,2
359,0,出出了n,2
359,0,出得出,1
359,0,出不出,1
359,0,回不回,1
359,0,回回了n,2
359,0,过过了n,2
359,0,过得过,1
359,0,过不过,1
359,0,起不起,1
359,0,开开了n,2
359,0,[没+没有]上上,4
359,0,[没+没有]下下,4
359,0,[没+没有]出出,4
359,0,[没+没有]过过--[年+从+从来+节+久][没+没有]过过,11
359,0,[没+没有]开开,4
359,0,进行,1
359,0,斟,1
359,1,斟,1
359,2,斟,1
359,3,斟,1
359,4,斟,1
359,5,斟,1
360,5,断然,1
360,5,精细,1
360,1,断然--断断续续,11
360,0,很精细,1
360,3,不太,1
360,1,大多,1
360,1,大半,1
360,1,多半,1
360,3,高大的n,2
360,0,v什么n,2
360,1,w+大半+,2
360,1,把n+v了w,2
361,1,多a,2
361,1,来n,2
361,4,精密,1
361,2,代驾,1
361,0,总/d,3
361,0,代驾,1
361,3,代驾,1
361,0,V着V下去,2
361,0,V着下去,2
361,0,a着v下去,2
361,0,v着a下去,2
361,0,机动车登记证,1
361,0,行驶证,1
361,0,凡例,1
361,0,身份证号,1
361,0,机动车所有人,1
361,0,登记日期,1
361,0,编号,1
361,0,登记机关,1
361,0,交通警察支队,1
361,0,车管所,1
361,0,车辆管理所,1
361,0,车牌号,1
361,0,车牌号码,1
361,0,有限公司,1
361,0,发动机号,1
361,0,排量,1
361,0,燃料,1
361,0,车牌,1
361,0,制造厂,1
361,0,车辆制造厂,1
361,0,轮胎,1
361,0,车辆,1
361,0,发票联,1
361,0,工行,1
361,0,农行,1
361,0,信用合作联,1
361,0,农金,1
361,0,车船税,1
361,0,完税证明,1
361,0,增值税,1
361,0,税,1
361,0,公安局,1
361,0,淘宝,1
361,0,车架号,1
361,0,香蕉人,1
361,0,颜色,1
361,2,香蕉人,1
361,0,尺寸,1
361,0,日期,1
361,0,出厂日期,1
361,0,获得方式,1
361,0,材料,1
361,0,规格,1
361,0,税号,1
361,0,个人所得税,1
361,0,个税,1
361,0,姓名,1
361,0,车辆保险,1
361,0,交强险,1
361,0,商业险,1
361,0,太平洋保险,1
361,0,中国人寿,1
361,0,微博,1
361,0,新浪,1
361,0,驾驶证,1
361,0,营业执照,1
361,0,房产,1
361,0,房产中,1
361,1,协力,1
361,0,扔掷,1
361,0,精巧,1
362,2,廿,1
362,1,v一n,2
362,1,着一n,2
362,0,n+n+v,2
362,0,在,1
362,0,有所V,2
362,1,w[不+不是]w,4
362,2,有所V,2
362,2,有所N,2
362,2,有所a,2
363,2,w[不+不是]w,4
363,0,w而不是*,6
363,0,不是*，而是,6
363,5,于色,1
363,0,被*给*,6
363,0,而,1
363,5,被*给*,6
363,3,v得a,2
363,0,不是*，是,6
363,3,v不a,2
363,3,v得v,2
363,0,v得a,2
363,0,v得v,2
363,0,v不a,2
363,0,v不v,2
363,2,w理由,2
363,2,w原因,2
363,3,w原因,2
363,3,w理由,2
363,0,w原因,2
363,0,w理由,2
363,1,V你个N,2
363,3,看起来,1
363,2,看起来,1
363,1,看起来,1
363,1,就m+q+,2
363,2,就m+q+,2
363,3,就m+q+,2
363,0,何以笙箫默,1
363,0,杉杉来吃,1
363,0,骄阳似我,1
363,0,微微一笑很倾城,1
363,0,我在回忆里等你,1
363,0,山月不知心底事,1
363,0,原来你还在这里,1
363,0,致我们终将逝去的青春,1
363,1,？一个,1
363,0,w不是w,2
363,0,？一个,1
363,0,w不是[，+！+。+”]--w不w,11
363,1,就没v+了。,2
363,0,w不w,2
364,0,而,1
364,2,有所V,2
364,0,而不是,1
364,0,充分,1
364,1,没+v+a了,2
364,0,充足,1
364,1,多半n,2
364,1,没那么a了,2
364,0,，不是,1
364,0,w不是*。,6
364,1,没V过n了,2
364,0,v了金.,7
364,1,没V过了,2
365,0,白V,2
365,0,油,1
365,0,水,1
365,5,观瞻,1
365,5,登临,1
365,1,是*的w,6
365,5,选择,1
365,5,遴选,1
365,1,w原因a,2
365,2,w原因a,2
365,3,w原因a,2
365,0,可a,2
365,0,w原因a,2
365,0,w原因*a,6
365,1,w原因*a,6
365,2,w原因*a,6
365,0,可Vg,2
365,3,w原因*a,6
365,0,可v,2
365,0,可Ag,2
365,0,指示,1
365,1,可a,2
365,1,w理由a,2
365,2,w理由a,2
365,3,w理由a,2
365,1,可v,2
365,0,w理由a,2
365,0,w理由*a,6
365,1,w理由*a,6
365,2,w理由*a,6
365,3,w理由*a,6
365,1,住手,1
365,2,不是,1
365,0,不是,1
365,0,社会主义,1
366,3,是,1
366,4,是,1
366,5,是,1
366,1,v什么v,2
366,1,简直,1
366,0,吃过饭v,2
366,0,将*进行到底,6
366,1,将*进行到底,6
366,2,将*进行到底,6
366,3,将*进行到底,6
366,4,将*进行到底,6
366,1,开导,1
366,2,喜欢+v,2
366,4,极,1
367,2,i,2
367,0,v着玩,2
367,0,v了玩,2
367,0,在+n+上+v+n,2
367,0,说着玩,1
367,5,反了,1
367,1,w原因v,2
367,2,w原因v,2
367,3,w原因v,2
367,0,w原因v,2
367,0,w理由v,2
367,1,w理由v,2
367,2,w理由v,2
367,3,w理由v,2
367,1,w理由*v,6
367,2,w理由*v,6
367,3,w理由*v,6
367,0,w理由*v,6
367,0,w原因*v,6
367,1,w原因*v,6
367,2,w原因*v,6
367,3,w原因*v,6
367,0,偏偏,1
367,5,一边,1
367,0,是*的n+w,6
367,1,不是..而是,7
367,2,不是...而是+,7
367,1,不是...而是+,7
367,0,*差异+++*差别,6
367,0,差异,1
367,0,n的差异++,2
367,0,n的差别,2
367,0,极度,1
367,0,n的差异,2
367,1,一点儿n,2
368,0,n的差异+,2
368,1,有点儿,1
368,0,时间是N,2
368,0,突然,1
368,0,忽然,1
368,0,骤然,1
368,0,猛然,1
368,0,猝然,1
368,0,蓦然,1
368,0,网游,1
368,1,一针见血,1
368,0,n的差异++,2
368,4,极度,1
368,0,v时间,2
368,0,差异,1
368,0,差别,1
368,3,拉倒吧,1
368,1,差别,1
368,1,差异,1
368,0,省省吧,1
368,2,省省吧,1
368,4,省省吧,1
368,1,极度,1
368,2,极其,1
368,0,m+起+n,2
368,0,极其,1
369,1,不v就a,2
369,1,不v就v，,2
369,1,不a就a,2
369,1,不a就v，,2
369,1,不a就v。,2
369,1,不a就v！,2
369,1,不a就v？,2
369,1,不n就v,2
369,0,n++n+v得,2
369,0,r+n+v+v,2
369,0,a时间,2
369,0,极其,1
369,4,极其,1
369,0,m+宗+n,2
369,0,m+起+n,2
369,1,极其,1
369,0,稍,1
369,4,稍,1
369,1,稍,1
369,2,稍稍,1
369,0,稍稍,1
369,4,稍稍,1
369,1,稍稍,1
370,0,吃饭,1
370,1,上v着,2
370,0,舍不得,1
370,1,上*v着,6
370,0,上*v着,6
370,0,上v着--v着，,11
370,2,稍微,1
370,0,很,1
370,0,老,1
370,0,挺,1
370,0,怪,1
370,0,心态w,2
370,0,心思w,2
370,0,态度w,2
370,0,速速,1
370,0,打算w,2
370,0,预算w,2
370,0,念头w,2
370,2,飒,1
370,0,后浪,1
370,4,稍微,1
370,1,稍微,1
370,2,特,1
370,1,并,1
371,0,癌症,1
371,0,调换,1
371,1,调换,1
371,2,调换,1
371,3,调换,1
371,4,调换,1
371,5,调换,1
371,1,按/p,3
371,0,过程w,2
371,0,趋势w,2
371,0,涨幅w,2
371,0,倾向w,2
371,1,*做N,6
371,1,*搞N,6
371,0,心情w,2
371,0,感觉w,2
371,0,心态w,2
